participant,Start Date,age,race,gender,gender_other,prsri_1,prsri_2,prsri_3,prsri_4,prsri_5,prsri_6,prsri_7,prsri_8,psqi_1_hour,psqi_1_min,psqi_1_ampm,psqi_2,psqi_3_hour,psqi_3_min,psqi_3_ampm,psqi_4,psqi_5a,psqi_5b,psqi_6,meq_19,erqf_1,erqf_2,erqf_3,erqf_4,erqf_5,erqf_6,erqf_7,erqf_8,erqf_9,erqf_10,erqdf_1,erqdf_2,erqdf_3,erqdf_4,pers_1,pers_2,pers_3,pers_4,pers_5,pers_6,pers_7,pers_8,pers_9,pers_10,pers_11,pers_12,pers_13,pers_14,pers_15,pers_16,pers_17,pers_18,pers_19,pers_20,pers_21,pers_22,pers_23,pers_24,pers_25,pers_26,pers_27,pers_28,pers_29,pers_30,erqse_1,erqse_2,erqse_3,erqse_4,erqse_5,erqse_6,erqse_7,erqse_8,erqse_att,erqse_9,erqse_10,erqse_11,erqse_12,erqse_13,erqse_14
0001,9/28/2018 14:02,21,White / European American,Male,,A little bit,Not at all,Somewhat,A little bit,A little bit,Somewhat,Somewhat,Somewhat,12,0,AM,20,8,0,AM,7.5,Less than once a week,Less than once a week,Fairly good,Rather more an evening type than a morning type,4,6,4,2,4,6,5,5,4,5,1,3,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002,9/28/2018 14:06,19,White / European American,Female,,A little bit,Very much,A little bit,Not at all,Not at all,Not at all,Not at all,Not at all,10,15,PM,10,8,0,AM,9.5,Not during the past month,Once or twice a week,Very good,Definitely a morning type,4,2,5,1,4,1,4,4,1,5,2,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003,9/28/2018 14:29,19,Asian / Asian American,Female,,Quite a bit,Somewhat,Quite a bit,Somewhat,Somewhat,Not at all,A little bit,A little bit,1,30,AM,20,9,0,AM,7.5,Less than once a week,Less than once a week,Fairly good,Definitely an evening type,4,4,4,2,4,2,4,4,6,4,4,4,4,4,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Neither like or unlike me,Neither like or unlike me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat unlike me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Neither like or unlike me,Somewhat like me,Somewhat like me,Neither like or unlike me,Somewhat like me,Somewhat unlike me,Somewhat like me,Somewhat unlike me,Somewhat like me,Neither like or unlike me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat unlike me,Neither like or unlike me,Neither like or unlike me,6,6,5,4,3,4,6,6,5,5,4,6,6,6,6
0004,9/28/2018 14:23,19,Native American / Alaska Native,Male,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,11,30,PM,15,5,30,AM,6,Not during the past month,Not during the past month,Very good,Definitely a morning type,5,5,5,4,5,5,6,5,6,6,7,7,7,7,Somewhat like me,Very unlike me,Somewhat like me,Somewhat unlike me,Somewhat like me,Neither like or unlike me,Somewhat like me,Very unlike me,Somewhat like me,Somewhat unlike me,Somewhat like me,Very unlike me,Somewhat like me,Very unlike me,Somewhat like me,Somewhat unlike me,Somewhat like me,Very unlike me,Somewhat like me,Very unlike me,Somewhat like me,Very unlike me,Somewhat like me,Very unlike me,Somewhat like me,Somewhat unlike me,Somewhat like me,Very unlike me,Somewhat like me,Very unlike me,5,6,5,3,4,6,5,5,5,5,5,6,6,4,4
0005,9/28/2018 14:59,18,Black / African American,Female,,Very much,Somewhat,Very much,Very much,Very much,A little bit,Very much,Very much,2,0,AM,5,9,0,AM,6,Less than once a week,Once or twice a week,Fairly good,Rather more a morning type than an evening type,5,4,5,2,3,1,3,4,3,5,4,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0006,9/28/2018 14:52,19,White / European American,Female,,A little bit,Quite a bit,A little bit,A little bit,A little bit,A little bit,A little bit,A little bit,11,10,PM,15,9,40,AM,10,Less than once a week,Not during the past month,Very good,Definitely an evening type,5,2,4,1,6,1,5,5,2,5,3,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0007,9/28/2018 15:15,18,White / European American,Female,,Somewhat,Somewhat,A little bit,A little bit,Quite a bit,A little bit,A little bit,Quite a bit,12,4,AM,9,8,0,AM,7,Less than once a week,Once or twice a week,Fairly good,Rather more an evening type than a morning type,6,2,5,1,7,2,5,5,3,3,6,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0008,9/28/2018 15:23,20,White / European American,Female,,Not at all,Quite a bit,A little bit,Not at all,Not at all,Not at all,A little bit,Not at all,11,0,PM,15,8,30,AM,9,Less than once a week,Not during the past month,Very good,Definitely an evening type,5,3,5,2,5,2,5,4,3,5,5,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0009,9/28/2018 15:30,18,"Asian / Asian American,White / European American",Female,,Somewhat,Somewhat,Quite a bit,A little bit,A little bit,A little bit,Somewhat,A little bit,2,0,AM,20,8,40,AM,7,Once or twice a week,Less than once a week,Fairly good,Definitely an evening type,6,3,6,2,5,3,5,5,4,5,6,5,6,6,Very like me,Somewhat like me,Very like me,Somewhat unlike me,Very like me,Somewhat like me,Neither like or unlike me,Somewhat unlike me,Very like me,Somewhat unlike me,Very like me,Somewhat like me,Very like me,Somewhat unlike me,Very like me,Somewhat unlike me,Very like me,Somewhat like me,Somewhat like me,Neither like or unlike me,Somewhat like me,Somewhat unlike me,Very like me,Somewhat like me,Somewhat like me,Very unlike me,Very like me,Somewhat unlike me,Somewhat like me,Somewhat like me,6,3,5,5,6,3,5,6,5,5,5,5,4,5,5
0010,9/28/2018 15:26,17,"Black / African American,White / European American",Female,,A little bit,Not at all,Somewhat,A little bit,A little bit,Not at all,A little bit,A little bit,2,0,AM,10,9,0,AM,7,Not during the past month,Not during the past month,Fairly good,Rather more a morning type than an evening type,5,5,5,1,5,4,5,5,5,5,3,4,3,4,Somewhat like me,Neither like or unlike me,Somewhat like me,Very like me,Neither like or unlike me,Somewhat like me,Somewhat like me,Very like me,Somewhat like me,Somewhat unlike me,Somewhat like me,Very like me,Very like me,Somewhat like me,Very like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat unlike me,Very like me,Neither like or unlike me,Very like me,Somewhat unlike me,Very like me,Somewhat unlike me,Very like me,Somewhat like me,Somewhat like me,Somewhat like me,5,7,5,2,6,4,3,5,5,6,5,5,5,6,5
0011,9/28/2018 17:12,19,"Asian / Asian American,White / European American",Female,,Quite a bit,Somewhat,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Quite a bit,2,0,AM,10,9,15,AM,7,Less than once a week,Once or twice a week,Fairly good,Definitely an evening type,5,2,5,1,4,1,4,4,1,4,4,4,4,4,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Very like me,Somewhat like me,Neither like or unlike me,Neither like or unlike me,Somewhat like me,Neither like or unlike me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat unlike me,Somewhat like me,Neither like or unlike me,Somewhat like me,Neither like or unlike me,Somewhat like me,Somewhat unlike me,Somewhat like me,Neither like or unlike me,Somewhat like me,Somewhat unlike me,6,6,6,6,4,6,6,6,5,6,4,4,6,5,4
0012,9/28/2018 22:32,18,Asian / Asian American,Male,,A little bit,Somewhat,Quite a bit,Not at all,Not at all,Not at all,Not at all,Not at all,11,30,PM,25,8,30,AM,8,Less than once a week,Not during the past month,Fairly good,Rather more an evening type than a morning type,3,6,2,5,4,6,6,4,4,5,3,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0013,9/29/2018 9:50,18,Asian / Asian American,Female,,A little bit,Quite a bit,A little bit,Not at all,A little bit,Not at all,A little bit,A little bit,11,0,PM,10,6,40,AM,8,Not during the past month,Less than once a week,Fairly good,Definitely a morning type,6,2,5,1,5,3,5,5,3,5,6,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0014,9/29/2018 12:12,19,White / European American,Male,,A little bit,Somewhat,Somewhat,Not at all,A little bit,Not at all,Somewhat,Not at all,11,0,PM,7,8,0,AM,8.5,Less than once a week,Less than once a week,Fairly good,Rather more a morning type than an evening type,4,4,5,2,5,3,5,5,3,6,3,3,5,4,Neither like or unlike me,Somewhat like me,Neither like or unlike me,Somewhat like me,Neither like or unlike me,Neither like or unlike me,Neither like or unlike me,Somewhat unlike me,Somewhat like me,Somewhat unlike me,Very like me,Somewhat unlike me,Somewhat like me,Somewhat unlike me,Neither like or unlike me,Somewhat unlike me,Neither like or unlike me,Neither like or unlike me,Neither like or unlike me,Somewhat unlike me,Neither like or unlike me,Somewhat like me,Somewhat like me,Neither like or unlike me,Neither like or unlike me,Neither like or unlike me,Somewhat like me,Somewhat unlike me,Neither like or unlike me,Neither like or unlike me,4,6,6,4,6,4,4,6,5,4,6,3,4,3,3
0015,9/29/2018 12:27,18,Asian / Asian American,Female,,Not at all,Very much,A little bit,Not at all,Not at all,Not at all,Not at all,Not at all,11,30,PM,2,9,0,AM,9,Not during the past month,Not during the past month,Very good,Definitely an evening type,7,1,2,1,5,1,7,4,1,1,7,7,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0016,9/29/2018 13:16,19,White / European American,Female,,A little bit,Quite a bit,Somewhat,A little bit,A little bit,Not at all,A little bit,A little bit,12,30,AM,15,10,0,AM,7.5,Once or twice a week,Less than once a week,Fairly good,Rather more an evening type than a morning type,5,2,6,1,3,1,6,3,6,6,4,3,5,5,Somewhat like me,Somewhat like me,Neither like or unlike me,Somewhat like me,Neither like or unlike me,Somewhat like me,Neither like or unlike me,Very like me,Very like me,Somewhat like me,Neither like or unlike me,Somewhat like me,Neither like or unlike me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Very like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Neither like or unlike me,Somewhat like me,Somewhat like me,Somewhat like me,Neither like or unlike me,Somewhat like me,6,3,2,6,5,2,3,6,5,3,5,2,3,2,1
0017,9/29/2018 14:15,23,White / European American,Other,non-binary,A little bit,Somewhat,A little bit,A little bit,A little bit,A little bit,A little bit,Not at all,11,30,PM,20,9,30,AM,8.5,Once or twice a week,Once or twice a week,Fairly bad,Rather more a morning type than an evening type,2,3,2,1,4,7,6,6,6,6,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0018,9/28/2018 17:15,20,Asian / Asian American,Female,,Somewhat,Quite a bit,Somewhat,A little bit,A little bit,Not at all,Somewhat,Not at all,12,0,AM,30,7,30,AM,7,Once or twice a week,Less than once a week,Fairly good,Rather more a morning type than an evening type,3,7,5,4,4,7,5,5,5,4,2,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0019,9/29/2018 15:58,20,White / European American,Male,,A little bit,Somewhat,Quite a bit,A little bit,A little bit,Not at all,Somewhat,Not at all,9,0,PM,10,6,5,AM,8,Once or twice a week,Once or twice a week,Fairly good,Definitely a morning type,5,5,3,2,3,4,3,4,3,3,5,4,3,3,Somewhat like me,Somewhat unlike me,Somewhat like me,Neither like or unlike me,Somewhat unlike me,Neither like or unlike me,Somewhat unlike me,Somewhat like me,Neither like or unlike me,Somewhat unlike me,Somewhat unlike me,Neither like or unlike me,Neither like or unlike me,Neither like or unlike me,Somewhat like me,Neither like or unlike me,Neither like or unlike me,Somewhat like me,Somewhat unlike me,Somewhat unlike me,Somewhat like me,Somewhat like me,Very like me,Somewhat like me,Neither like or unlike me,Somewhat like me,Somewhat like me,Somewhat unlike me,Somewhat unlike me,Neither like or unlike me,4,5,4,3,5,4,4,3,5,5,3,3,4,3,4
0020,9/29/2018 16:10,18,Asian / Asian American,Female,,Somewhat,Not at all,Quite a bit,Somewhat,Somewhat,A little bit,Quite a bit,Somewhat,12,30,AM,20,8,45,AM,7.5,Less than once a week,Less than once a week,Fairly good,Rather more an evening type than a morning type,5,4,2,1,4,4,5,5,3,5,2,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0021,9/29/2018 17:33,19,White / European American,Female,,A little bit,Quite a bit,Somewhat,A little bit,A little bit,Not at all,Somewhat,A little bit,12,0,AM,30,8,30,AM,8,Once or twice a week,Less than once a week,Fairly good,Rather more an evening type than a morning type,5,6,5,5,3,5,3,3,5,4,3,3,3,5,Neither like or unlike me,Very unlike me,Neither like or unlike me,Neither like or unlike me,Neither like or unlike me,Somewhat unlike me,Somewhat like me,Somewhat unlike me,Somewhat unlike me,Somewhat unlike me,Somewhat like me,Somewhat unlike me,Somewhat unlike me,Somewhat unlike me,Somewhat unlike me,Somewhat unlike me,Somewhat unlike me,Somewhat like me,Neither like or unlike me,Neither like or unlike me,Somewhat like me,Neither like or unlike me,Neither like or unlike me,Somewhat unlike me,Neither like or unlike me,Neither like or unlike me,Neither like or unlike me,Neither like or unlike me,Somewhat unlike me,Somewhat unlike me,5,6,3,5,3,6,3,3,5,3,2,3,5,4,3
0022,9/29/2018 17:28,19,Other,Female,,Quite a bit,A little bit,Very much,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Somewhat,2,0,AM,20,9,30,AM,6,Less than once a week,Less than once a week,Fairly good,Rather more an evening type than a morning type,4,3,4,1,6,3,6,6,3,6,3,3,2,3,Somewhat like me,Somewhat unlike me,Neither like or unlike me,Somewhat unlike me,Somewhat like me,Neither like or unlike me,Neither like or unlike me,Somewhat unlike me,Somewhat like me,Somewhat unlike me,Neither like or unlike me,Neither like or unlike me,Very like me,Somewhat unlike me,Somewhat like me,Somewhat like me,Somewhat like me,Neither like or unlike me,Somewhat like me,Somewhat unlike me,Very like me,Neither like or unlike me,Somewhat like me,Somewhat unlike me,Somewhat like me,Somewhat unlike me,Somewhat like me,Somewhat unlike me,Somewhat like me,Somewhat unlike me,4,6,5,4,5,5,6,5,5,6,6,6,6,6,6
0023,9/29/2018 17:44,19,"Black / African American,Hispanic / Latino",Female,,A little bit,Quite a bit,Somewhat,A little bit,Not at all,A little bit,A little bit,Not at all,11,0,PM,30,8,30,AM,8,Once or twice a week,Not during the past month,Fairly good,Rather more a morning type than an evening type,6,1,4,6,4,1,6,5,3,4,5,6,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0024,9/29/2018 18:28,19,"Asian / Asian American,White / European American",Female,,Quite a bit,Somewhat,Quite a bit,Very much,Very much,Somewhat,Quite a bit,A little bit,11,40,PM,10,8,30,AM,9,Not during the past month,Not during the past month,Very bad,Rather more an evening type than a morning type,7,3,4,1,5,2,4,4,5,4,5,7,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0025,9/29/2018 18:32,18,White / European American,Female,,A little bit,Very much,Somewhat,A little bit,A little bit,Not at all,A little bit,A little bit,10,0,PM,15,6,0,AM,7,Less than once a week,Not during the past month,Fairly good,Rather more a morning type than an evening type,5,7,5,2,4,6,5,5,6,5,5,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0026,9/29/2018 19:10,21,White / European American,Male,,Not at all,Very much,A little bit,Not at all,Not at all,Not at all,A little bit,Not at all,11,30,PM,10,7,30,AM,7.5,Not during the past month,Not during the past month,Very good,Definitely a morning type,7,3,7,1,7,1,7,6,4,7,2,2,6,4,Somewhat like me,Very unlike me,Very like me,Very unlike me,Neither like or unlike me,Very unlike me,Neither like or unlike me,Very unlike me,Very like me,Very unlike me,Very like me,Somewhat unlike me,Neither like or unlike me,Very unlike me,Somewhat like me,Very unlike me,Neither like or unlike me,Very unlike me,Somewhat like me,Very unlike me,Very like me,Very unlike me,Somewhat like me,Very unlike me,Somewhat like me,Very unlike me,Very like me,Very unlike me,Neither like or unlike me,Very unlike me,6,5,1,5,7,1,6,7,5,5,7,3,3,7,2
0027,9/29/2018 19:14,18,White / European American,Female,,A little bit,Somewhat,Very much,Not at all,A little bit,Not at all,Quite a bit,A little bit,11,45,PM,20,7,30,AM,7.5,Once or twice a week,Not during the past month,Fairly good,Definitely a morning type,4,3,4,1,6,5,7,6,2,4,2,6,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0028,9/29/2018 19:28,18,"Hispanic / Latino,White / European American",Male,,Somewhat,A little bit,Very much,Somewhat,A little bit,A little bit,Quite a bit,Somewhat,12,30,AM,20,9,0,AM,6.5,Once or twice a week,Once or twice a week,Fairly bad,Definitely an evening type,6,2,5,1,5,1,5,5,2,5,4,5,4,4,Very like me,Somewhat unlike me,Very like me,Somewhat like me,Very like me,Very like me,Somewhat like me,Very unlike me,Somewhat like me,Somewhat unlike me,Very like me,Somewhat unlike me,Very like me,Somewhat unlike me,Somewhat like me,Somewhat unlike me,Very like me,Very like me,Somewhat like me,Neither like or unlike me,Very like me,Somewhat like me,Very like me,Somewhat like me,Very like me,Neither like or unlike me,Somewhat like me,Somewhat unlike me,Somewhat like me,Somewhat like me,6,6,5,3,5,2,5,4,5,4,4,3,5,5,4
0029,9/29/2018 16:23,18,White / European American,Male,,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,A little bit,Quite a bit,11,0,PM,19,8,0,AM,8,Less than once a week,Less than once a week,Fairly good,Rather more an evening type than a morning type,3,6,4,2,3,6,3,3,6,4,3,3,3,3,Somewhat like me,Very unlike me,Somewhat like me,Very unlike me,Somewhat like me,Very unlike me,Somewhat like me,Very unlike me,Somewhat like me,Very unlike me,Somewhat like me,Somewhat unlike me,Neither like or unlike me,Somewhat unlike me,Somewhat like me,Somewhat unlike me,Somewhat like me,Somewhat like me,Somewhat like me,Neither like or unlike me,Somewhat like me,Somewhat unlike me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat unlike me,Neither like or unlike me,Very unlike me,Somewhat like me,Neither like or unlike me,5,4,5,5,6,5,5,5,5,3,5,5,5,3,5
0030,9/29/2018 19:46,18,Asian / Asian American,Female,,Somewhat,Not at all,Quite a bit,A little bit,Somewhat,Not at all,A little bit,A little bit,12,20,AM,20,9,0,AM,8.5,Once or twice a week,Not during the past month,Fairly good,Definitely an evening type,2,4,5,1,3,1,5,5,5,5,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0031,9/29/2018 14:40,22,Asian / Asian American,Female,,A little bit,Quite a bit,Somewhat,A little bit,Not at all,Not at all,A little bit,Not at all,1,30,AM,30,9,0,AM,7,Less than once a week,Less than once a week,Fairly good,Definitely an evening type,6,5,6,2,6,3,6,6,3,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0032,9/29/2018 16:17,18,White / European American,Female,,Not at all,Quite a bit,A little bit,Not at all,Not at all,Not at all,Not at all,Not at all,2,0,AM,20,10,0,AM,8,Less than once a week,Not during the past month,Very good,Rather more an evening type than a morning type,6,5,4,3,5,5,6,5,3,4,6,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033,9/29/2018 21:23,18,White / European American,Female,,A little bit,Quite a bit,A little bit,A little bit,A little bit,Not at all,A little bit,A little bit,11,0,PM,10,7,30,AM,8.5,Not during the past month,Not during the past month,Very good,Rather more a morning type than an evening type,2,4,3,1,6,2,6,7,4,6,1,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0034,9/29/2018 22:59,18,Asian / Asian American,Female,,A little bit,A little bit,Quite a bit,A little bit,Not at all,Not at all,A little bit,Not at all,1,30,AM,10,7,40,AM,5,Not during the past month,Not during the past month,Fairly good,Rather more a morning type than an evening type,7,5,7,2,7,4,7,6,6,6,4,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0035,9/29/2018 23:06,19,Asian / Asian American,Female,,A little bit,Quite a bit,A little bit,A little bit,A little bit,Not at all,A little bit,A little bit,11,30,PM,30,8,0,AM,6.5,Less than once a week,Less than once a week,Fairly good,Rather more a morning type than an evening type,6,4,6,2,5,4,5,6,3,6,5,5,5,6,Somewhat like me,Neither like or unlike me,Neither like or unlike me,Very unlike me,Somewhat like me,Somewhat like me,Neither like or unlike me,Somewhat unlike me,Somewhat like me,Very unlike me,Somewhat like me,Somewhat unlike me,Very like me,Somewhat unlike me,Somewhat like me,Very unlike me,Somewhat like me,Somewhat unlike me,Somewhat like me,Somewhat unlike me,Somewhat like me,Very unlike me,Very like me,Somewhat unlike me,Somewhat like me,Very unlike me,Somewhat unlike me,Somewhat unlike me,Somewhat like me,Neither like or unlike me,6,6,6,5,3,6,6,5,5,6,5,3,6,6,5
0036,9/29/2018 23:45,19,"Hispanic / Latino,Native American / Alaska Native,White / European American",Female,,A little bit,Quite a bit,Somewhat,A little bit,A little bit,Not at all,A little bit,Not at all,12,0,PM,60,9,0,AM,5.5,Once or twice a week,Three or more times a week,Fairly bad,Rather more a morning type than an evening type,6,2,5,1,2,1,5,5,3,5,1,3,2,3,Very like me,Somewhat like me,Very like me,Somewhat unlike me,Neither like or unlike me,Neither like or unlike me,Neither like or unlike me,Somewhat like me,Somewhat like me,Very unlike me,Very like me,Very like me,Somewhat like me,Somewhat unlike me,Somewhat like me,Somewhat like me,Very like me,Somewhat like me,Neither like or unlike me,Neither like or unlike me,Very like me,Somewhat unlike me,Somewhat like me,Somewhat unlike me,Somewhat unlike me,Somewhat like me,Very like me,Somewhat unlike me,Neither like or unlike me,Very like me,6,7,6,7,5,3,7,6,5,7,5,3,6,7,5
0037,9/30/2018 0:34,18,"Asian / Asian American,White / European American",Female,,A little bit,Somewhat,Quite a bit,Somewhat,A little bit,Somewhat,Very much,Not at all,2,0,AM,20,9,0,AM,7.5,Once or twice a week,Less than once a week,Fairly good,Rather more an evening type than a morning type,2,4,2,2,2,2,2,2,4,2,4,3,2,2,Somewhat unlike me,Somewhat like me,Very unlike me,Very like me,Somewhat like me,Somewhat like me,Somewhat unlike me,Somewhat like me,Somewhat unlike me,Somewhat unlike me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat unlike me,Somewhat unlike me,Somewhat unlike me,Somewhat like me,Somewhat like me,Somewhat unlike me,Very like me,Somewhat unlike me,Very like me,Somewhat unlike me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Very like me,Somewhat like me,Very like me,4,6,3,6,2,3,2,2,5,3,2,4,3,3,2
0038,9/30/2018 9:12,21,White / European American,Male,,Not at all,Somewhat,Quite a bit,Not at all,Not at all,Not at all,A little bit,Not at all,11,0,PM,20,7,30,AM,8,Not during the past month,Not during the past month,Very good,Rather more a morning type than an evening type,6,3,6,2,6,2,6,6,5,6,6,5,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0039,9/30/2018 11:26,18,White / European American,Female,,Somewhat,A little bit,Quite a bit,A little bit,Not at all,Not at all,A little bit,A little bit,10,30,PM,25,6,0,AM,8,Once or twice a week,Less than once a week,Fairly good,Definitely an evening type,4,3,5,1,5,1,5,5,5,5,6,4,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0040,9/30/2018 11:37,22,White / European American,Female,,Somewhat,Somewhat,Quite a bit,A little bit,Somewhat,Somewhat,Quite a bit,A little bit,11,15,PM,10,8,20,AM,7,Less than once a week,Once or twice a week,Fairly good,Rather more a morning type than an evening type,5,6,3,2,3,5,3,4,6,5,6,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0041,9/30/2018 12:06,19,White / European American,Female,,Somewhat,A little bit,Quite a bit,A little bit,A little bit,Not at all,Somewhat,A little bit,10,20,PM,30,6,0,AM,7,Not during the past month,Not during the past month,Fairly good,Rather more an evening type than a morning type,4,5,4,3,6,6,6,6,5,6,4,4,5,4,Very like me,Very unlike me,Somewhat like me,Very unlike me,Neither like or unlike me,Somewhat unlike me,Somewhat unlike me,Somewhat like me,Very like me,Very unlike me,Neither like or unlike me,Neither like or unlike me,Somewhat like me,Somewhat unlike me,Somewhat like me,Very unlike me,Somewhat like me,Somewhat unlike me,Neither like or unlike me,Neither like or unlike me,Somewhat like me,Somewhat unlike me,Somewhat like me,Somewhat like me,Somewhat like me,Very unlike me,Somewhat like me,Somewhat unlike me,Neither like or unlike me,Somewhat like me,6,7,5,7,7,7,6,6,5,7,6,4,5,6,4
0042,9/30/2018 11:13,18,White / European American,Male,,A little bit,A little bit,Somewhat,Not at all,A little bit,A little bit,A little bit,Not at all,12,0,AM,30,9,0,AM,8.5,Once or twice a week,Once or twice a week,Fairly good,Rather more an evening type than a morning type,4,4,5,4,6,3,4,5,3,5,5,5,5,5,Neither like or unlike me,Somewhat unlike me,Somewhat like me,Neither like or unlike me,Neither like or unlike me,Somewhat unlike me,Neither like or unlike me,Somewhat unlike me,Somewhat like me,Very unlike me,Neither like or unlike me,Somewhat unlike me,Neither like or unlike me,Somewhat unlike me,Somewhat like me,Neither like or unlike me,Neither like or unlike me,Somewhat unlike me,Somewhat like me,Somewhat unlike me,Somewhat like me,Somewhat unlike me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat unlike me,Somewhat like me,Neither like or unlike me,Neither like or unlike me,Somewhat unlike me,5,5,4,5,6,5,5,6,5,4,5,5,6,4,4
0043,9/30/2018 13:35,18,White / European American,Male,,Somewhat,Somewhat,Somewhat,A little bit,A little bit,A little bit,Somewhat,Somewhat,1,30,AM,30,9,30,AM,7.5,Less than once a week,Less than once a week,Fairly good,Rather more an evening type than a morning type,6,3,3,2,5,6,4,3,6,4,6,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0044,9/29/2018 16:26,18,Asian / Asian American,Female,,A little bit,A little bit,Quite a bit,A little bit,A little bit,Quite a bit,Somewhat,Not at all,2,0,AM,30,10,0,AM,6,Less than once a week,Not during the past month,Fairly good,Rather more an evening type than a morning type,5,7,4,3,6,7,4,3,7,5,5,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0045,9/30/2018 15:00,18,Asian / Asian American,Female,,Not at all,A little bit,Quite a bit,A little bit,A little bit,Not at all,Somewhat,Not at all,11,10,PM,35,7,32,AM,7.5,Three or more times a week,Less than once a week,Fairly good,Rather more an evening type than a morning type,2,5,2,3,5,4,4,3,5,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0046,9/30/2018 16:57,19,Asian / Asian American,Male,,Somewhat,Somewhat,Somewhat,A little bit,Somewhat,A little bit,Somewhat,A little bit,12,15,AM,10,8,30,AM,8,Less than once a week,Once or twice a week,Fairly good,Rather more a morning type than an evening type,2,2,2,1,6,1,6,5,1,6,2,3,5,3,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Very like me,Neither like or unlike me,Neither like or unlike me,Somewhat unlike me,Neither like or unlike me,Very like me,Somewhat like me,Somewhat like me,Somewhat like me,Neither like or unlike me,Neither like or unlike me,Somewhat like me,Somewhat like me,Neither like or unlike me,Neither like or unlike me,Somewhat like me,Somewhat unlike me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Very like me,Somewhat like me,Somewhat like me,Very like me,5,2,5,2,6,2,5,6,5,1,6,2,3,2,1
